#SampleID	SampleID_extra	study_number	animal	sequencing_platform	sequencing_facility	sequencing_run_date	collector	location	country	sample_type	captive_wild	lifestage	Common name	individual_ID	NCBI_taxon_id	Taxonomy_Kingdom	Taxonomy_Phylum	Taxonomy_Class	Taxonomy_Order	Taxonomy_Family	Taxonomy_Genus	Taxonomy_Species	Activity-Crepuscular	Activity-Diurnal	Activity-Nocturnal	BodyMass	Diet-Fruit	Diet-Inv	Diet-PlantO	Diet-Scav	Diet-Seed	Diet-Vect	Diet-Vend	Diet-Vfish	Diet-Vunk	1-1_ActivityCycle	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterbirthInterval_d	15-1_LitterSizeHMC	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n_km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	10-2_SocialGrpSizeHCM	SocialityHMC	24-1_TeatNumber	TerrestrialityHMC	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MidRangeLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MidRangeLong_dd	27-1_HuPopDen_Min_n_km2	27-2_HuPopDen_Mean_n_km2	27-3_HuPopDen_5p_n_km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm	OchHMC	ConservationStatusHMC	LitDietDiversityHMC	GutFermentersHMC	DietDiversityIndex	NumberDietCategories
10936.ATL.25121.giraffe	ATL.25121.giraffe	10936	giraffe	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	Giraffe	NA	409609	Metazoa	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Giraffa	Giraffa camelopardalis	1	0	1	899994.8	0	0	100	0	0	0	0	0	0	2	4177.03	NA	1825	NA	NA	5	NA	455.25	1	81.52	99.56	608.33	1.29	1	435.6	55244.9	NA	1.23	NA	1633.59	100	100	Yes	4	terrestrial	1	212.91	NA	2791592.69	16.35	-25.59	-4.62	41.12	0.64	20.88	0	18.23	1	0.1	64.96	238.58	783.5	1552.64	H	LeastConcern	1	Foregut	0	1
10936.ATL.25123.giraffe	ATL.25123.giraffe	10936	giraffe	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	Giraffe	NA	409609	Metazoa	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Giraffa	Giraffa camelopardalis	1	0	1	899994.8	0	0	100	0	0	0	0	0	0	2	4177.03	NA	1825	NA	NA	5	NA	455.25	1	81.52	99.56	608.33	1.29	1	435.6	55244.9	NA	1.23	NA	1633.59	100	100	Yes	4	terrestrial	1	212.91	NA	2791592.69	16.35	-25.59	-4.62	41.12	0.64	20.88	0	18.23	1	0.1	64.96	238.58	783.5	1552.64	H	LeastConcern	1	Foregut	0	1
10936.FD.0040.giraffe	FD.0040.giraffe	10936	giraffe	Illumina HiSeq 	UCSD IGM	2012-04-13	Frederic Delsuc & Elodie Trunet	Sigean African Reserve	France	fecal	captive	adult	Reticulated giraffe	sig.Philippo	409609	Metazoa	Chordata	Mammalia	Cetartiodactyla	Giraffidae	Giraffa	Giraffa camelopardalis	1	0	1	899994.8	0	0	100	0	0	0	0	0	0	2	4177.03	NA	1825	NA	NA	5	NA	455.25	1	81.52	99.56	608.33	1.29	1	435.6	55244.9	NA	1.23	NA	1633.59	100	100	Yes	4	terrestrial	1	212.91	NA	2791592.69	16.35	-25.59	-4.62	41.12	0.64	20.88	0	18.23	1	0.1	64.96	238.58	783.5	1552.64	H	LeastConcern	1	Foregut	0	1
10936.FD.0444.gorilla	FD.0444.gorilla	10936	gorilla	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	juvenile	Western lowland gorilla	beauval.Kuimba	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.FD.0486.gorilla	FD.0486.gorilla	10936	gorilla	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Western lowland gorilla	beauval.Asato	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.FD.0502.gorilla	FD.0502.gorilla	10936	gorilla	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Western lowland gorilla	beauval.Inge	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.FD.18730.gorilla	FD.18730.gorilla	10936	gorilla	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Western lowland gorilla	beauval.Sheila	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.FD.18951.gorilla	FD.18951.gorilla	10936	gorilla	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	juvenile	Western lowland gorilla	beauval.Kuimba	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.ATL.25120.gorilla	ATL.25120.gorilla	10936	gorilla	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	Western gorilla	NA	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.ZU.18199.gorilla	ZU.18199.gorilla	10936	gorilla	Illumina HiSeq 	UCSD IGM	2012-04-13	Zurich Zoo	Zurich Zoo	Switzerland	fecal	captive	adult	Western gorilla	zurich.NYokumi	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.ZU.18228.gorilla	ZU.18228.gorilla	10936	gorilla	Illumina HiSeq 	UCSD IGM	2012-04-13	Zurich Zoo	Zurich Zoo	Switzerland	fecal	captive	subadult	Western gorilla	zurich.Haiba	9595	Metazoa	Chordata	Mammalia	Primates	Hominidae	Gorilla	Gorilla gorilla	0	1	0	131625.52	10	0	90	0	0	0	0	0	0	3	1594.44	NA	3650	NA	NA	3	5248.98	257	1	4.03	NA	1430.8	1.05	NA	648	2095.89	NA	0.59	10	3353.12	6	6	Yes	NA	terrestrial	2	920.35	18967.67	625702.71	7.82	-6.05	0.88	17.05	8.69	12.87	0	13.91	1	0.07	152.88	242.43	1291.11	1502.69	H	CriticallyEndangered	2	Hindgut	0.32508297	2
10936.ATL.24983.guenon	ATL.24983.guenon	10936	guenon	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	Wolfs guenon	NA	867374	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	Cercopithecus wolfi	0	1	0	4000	70	0	10	0	20	0	0	0	0	3	480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	435	NA	NA	NA	NA	NA	11	Yes	NA	arboreal	2	NA	NA	1419828.69	4.01	-7.77	-1.87	31.71	15.86	23.78	1	21.35	3	0.16	141.83	239.75	1430.74	1591.77	H	LeastConcern	2	N	0.80181855	5
10936.FD.0305.guenon	FD.0305.guenon	10936	guenon	Illumina HiSeq 	UCSD IGM	2012-04-13	Elodie Trunet	Montpellier Zoo	France	fecal	captive	adult	Moustached guenon	mont.11446186	9535	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	Cercopithecus cephus	0	1	0	3484.98	50	20	10	0	10	0	0	0	10	3	520	NA	1825	NA	NA	3	NA	169.51	1	0.24	0.35	NA	1.01	NA	276	337.19	NA	21.04	8	1521.9	11	11	Yes	NA	arboreal	2	362.93	NA	898367.43	5.2	-6.05	-0.42	18.64	8.69	13.66	0	18.25	1	0.08	149.87	244.48	1299.85	1499.82	O	LeastConcern	2	N	1.12897819	5
10936.FD.0308.guenon	FD.0308.guenon	10936	guenon	Illumina HiSeq 	UCSD IGM	2012-04-13	Elodie Trunet	Montpellier Zoo	France	fecal	captive	adult	Moustached guenon	mont.M10109	9535	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	Cercopithecus cephus	0	1	0	3484.98	50	20	10	0	10	0	0	0	10	3	520	NA	1825	NA	NA	3	NA	169.51	1	0.24	0.35	NA	1.01	NA	276	337.19	NA	21.04	8	1521.9	11	11	Yes	NA	arboreal	2	362.93	NA	898367.43	5.2	-6.05	-0.42	18.64	8.69	13.66	0	18.25	1	0.08	149.87	244.48	1299.85	1499.82	O	LeastConcern	2	N	1.12897819	5
10936.NATL.24659.howler	NATL.24659.howler	10936	blackhowler	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	Black howler	NA	182253	Metazoa	Chordata	Mammalia	Primates	Atelidae	Alouatta	Alouatta pigra	0	1	0	7000.03	40	0	60	0	0	0	0	0	0	3	566.94	NA	NA	NA	NA	2	NA	185.92	1	0.3	0.46	NA	1.01	NA	240	480	NA	8.53	NA	NA	5.5	5.5	Yes	NA	arboreal	1	NA	NA	91384.8	21.6	16	18.8	-86.73	-92.43	-89.58	3	16.53	3	0.24	134.13	250.78	1373.84	1580.84	H	Endangered	2	Hindgut	0.67301167	2
10936.NATL.25028.howler	NATL.25028.howler	10936	blackhowler	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	Black howler	NA	182253	Metazoa	Chordata	Mammalia	Primates	Atelidae	Alouatta	Alouatta pigra	0	1	0	7000.03	40	0	60	0	0	0	0	0	0	3	566.94	NA	NA	NA	NA	2	NA	185.92	1	0.3	0.46	NA	1.01	NA	240	480	NA	8.53	NA	NA	5.5	5.5	Yes	NA	arboreal	1	NA	NA	91384.8	21.6	16	18.8	-86.73	-92.43	-89.58	3	16.53	3	0.24	134.13	250.78	1373.84	1580.84	H	Endangered	2	Hindgut	0.67301167	2
10936.TS.168.impala	TS.168.impala	10936	impala	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Impala	TS.168	9897	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros	Aepyceros melampus	1	1	1	52500.08	0	0	100	0	0	0	0	0	0	3	1420	NA	730	NA	NA	2	NA	196.74	1	1.97	2.36	365	0.98	NA	213	5238.4	NA	13.36	NA	498.97	15.25	15.25	Yes	4	terrestrial	1	150	14563.8	3926868.66	2.58	-28.42	-12.91	40.84	11.71	26.27	0	37.6	1	0.15	73.05	216.36	841.64	1480.32	H	LeastConcern	2	Foregut	0	1
10936.TS.170.impala	TS.170.impala	10936	impala	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Impala	TS.170	9897	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros	Aepyceros melampus	1	1	1	52500.08	0	0	100	0	0	0	0	0	0	3	1420	NA	730	NA	NA	2	NA	196.74	1	1.97	2.36	365	0.98	NA	213	5238.4	NA	13.36	NA	498.97	15.25	15.25	Yes	4	terrestrial	1	150	14563.8	3926868.66	2.58	-28.42	-12.91	40.84	11.71	26.27	0	37.6	1	0.15	73.05	216.36	841.64	1480.32	H	LeastConcern	2	Foregut	0	1
10936.TS.172.impala	TS.172.impala	10936	impala	Illumina HiSeq	UCSD IGM	2012-04-13	Frederic Delsuc	Tswalu Kalahari Reserve	South Africa	fecal 	wild	adult	Impala	TS.172	9897	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros	Aepyceros melampus	1	1	1	52500.08	0	0	100	0	0	0	0	0	0	3	1420	NA	730	NA	NA	2	NA	196.74	1	1.97	2.36	365	0.98	NA	213	5238.4	NA	13.36	NA	498.97	15.25	15.25	Yes	4	terrestrial	1	150	14563.8	3926868.66	2.58	-28.42	-12.91	40.84	11.71	26.27	0	37.6	1	0.15	73.05	216.36	841.64	1480.32	H	LeastConcern	2	Foregut	0	1
10936.FD.01830.impala	FD.01830.impala	10936	impala	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Impala	sig.impala.2	9897	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros	Aepyceros melampus	1	1	1	52500.08	0	0	100	0	0	0	0	0	0	3	1420	NA	730	NA	NA	2	NA	196.74	1	1.97	2.36	365	0.98	NA	213	5238.4	NA	13.36	NA	498.97	15.25	15.25	Yes	4	terrestrial	1	150	14563.8	3926868.66	2.58	-28.42	-12.91	40.84	11.71	26.27	0	37.6	1	0.15	73.05	216.36	841.64	1480.32	H	LeastConcern	2	Foregut	0	1
10936.FD.0238.impala	FD.0238.impala	10936	impala	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Impala	sig.impala.3	9897	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros	Aepyceros melampus	1	1	1	52500.08	0	0	100	0	0	0	0	0	0	3	1420	NA	730	NA	NA	2	NA	196.74	1	1.97	2.36	365	0.98	NA	213	5238.4	NA	13.36	NA	498.97	15.25	15.25	Yes	4	terrestrial	1	150	14563.8	3926868.66	2.58	-28.42	-12.91	40.84	11.71	26.27	0	37.6	1	0.15	73.05	216.36	841.64	1480.32	H	LeastConcern	2	Foregut	0	1
10936.FD.0265.impala	FD.0265.impala	10936	impala	Illumina HiSeq 	UCSD IGM	2012-04-13	Benjamin Lamglait	Sigean African Reserve	France	fecal	captive	adult	Impala	sig.impala.1	9897	Metazoa	Chordata	Mammalia	Cetartiodactyla	Bovidae	Aepyceros	Aepyceros melampus	1	1	1	52500.08	0	0	100	0	0	0	0	0	0	3	1420	NA	730	NA	NA	2	NA	196.74	1	1.97	2.36	365	0.98	NA	213	5238.4	NA	13.36	NA	498.97	15.25	15.25	Yes	4	terrestrial	1	150	14563.8	3926868.66	2.58	-28.42	-12.91	40.84	11.71	26.27	0	37.6	1	0.15	73.05	216.36	841.64	1480.32	H	LeastConcern	2	Foregut	0	1
10936.FD.0447.lemur	FD.0447.lemur	10936	lemur	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Ringedtail lemur	NA	9447	Metazoa	Chordata	Mammalia	Primates	Lemuridae	Lemur	Lemur catta	0	1	0	2900	80	0	20	0	0	0	0	0	0	2	425	NA	866.87	NA	NA	4	NA	134.74	2	0.05	0.14	468.41	1.18	1	360	75.8	NA	215	15	831.62	16.45	16.45	Yes	NA	arboreal	2	126.51	NA	61778.7	-20.49	-25.6	-23.05	47.05	43.22	45.14	2	14.7	3	0.2	62.94	229.71	839.07	1636.61	H	Endangered	3	N	0.50040242	2
10936.FD.0472.lemur	FD.0472.lemur	10936	lemur	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Ringedtail lemur	NA	9447	Metazoa	Chordata	Mammalia	Primates	Lemuridae	Lemur	Lemur catta	0	1	0	2900	80	0	20	0	0	0	0	0	0	2	425	NA	866.87	NA	NA	4	NA	134.74	2	0.05	0.14	468.41	1.18	1	360	75.8	NA	215	15	831.62	16.45	16.45	Yes	NA	arboreal	2	126.51	NA	61778.7	-20.49	-25.6	-23.05	47.05	43.22	45.14	2	14.7	3	0.2	62.94	229.71	839.07	1636.61	H	Endangered	3	N	0.50040242	2
10936.ATL.24592.lemur	ATL.24592.lemur	10936	lemur	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	Ringtailed lemur	NA	9447	Metazoa	Chordata	Mammalia	Primates	Lemuridae	Lemur	Lemur catta	0	1	0	2900	80	0	20	0	0	0	0	0	0	2	425	NA	866.87	NA	NA	4	NA	134.74	2	0.05	0.14	468.41	1.18	1	360	75.8	NA	215	15	831.62	16.45	16.45	Yes	NA	arboreal	2	126.51	NA	61778.7	-20.49	-25.6	-23.05	47.05	43.22	45.14	2	14.7	3	0.2	62.94	229.71	839.07	1636.61	H	Endangered	3	N	0.50040242	2
10936.ZU.18217.lemur	ZU.18217.lemur	10936	lemur	Illumina HiSeq 	UCSD IGM	2012-04-13	Zurich Zoo	Zurich Zoo	Switzerland	fecal	captive	adult	Redfronted brown lemur	zurich.Rupert	859983	Metazoa	Chordata	Mammalia	Primates	Lemuridae	Eulemur	Eulemur rufus	0	1	0	2394.62	30	0	70	0	0	0	0	0	0	2	457.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	9.5	9.5	Yes	NA	terrestrial	2	NA	NA	71558.47	-15.93	-23.08	-19.51	48.52	43.61	46.07	2	15.27	2	0.19	106.88	228.42	1004.06	1547.03	H	Vulnerable	2	N	0.6108643	2
10936.ZU.18232.lemur	ZU.18232.lemur	10936	lemur	Illumina HiSeq 	UCSD IGM	2012-04-13	Zurich Zoo	Zurich Zoo	Switzerland	fecal	captive	adult	Redfronted brown lemur	zurich.Sava	859983	Metazoa	Chordata	Mammalia	Primates	Lemuridae	Eulemur	Eulemur rufus	0	1	0	2394.62	30	0	70	0	0	0	0	0	0	2	457.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	9.5	9.5	Yes	NA	terrestrial	2	NA	NA	71558.47	-15.93	-23.08	-19.51	48.52	43.61	46.07	2	15.27	2	0.19	106.88	228.42	1004.06	1547.03	H	Vulnerable	2	N	0.6108643	2
10936.FD.0481.monkey	FD.0481.monkey	10936	spidermonkey	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Blackheaded spider monkey	NA	183327	Metazoa	Chordata	Mammalia	Primates	Atelidae	Ateles	Ateles fusciceps	0	1	0	9100	60	10	10	0	10	0	0	0	10	3	489.15	NA	1773.9	NA	NA	2	NA	224.7	1	NA	NA	851.66	1.01	NA	288	499.99	NA	NA	NA	1799.68	NA	14.5	Yes	NA	arboreal	1	482.7	NA	201579.73	11.11	1.77	6.44	-73.92	-79.12	-76.52	3	85.93	4	0.11	220.34	240.81	1483.74	1654.37	O	CriticallyEndangered	3	N	0.9972709	5
10936.FD.0483.monkey	FD.0483.monkey	10936	spidermonkey	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	Blackheaded spider monkey	beauval.Feo	183327	Metazoa	Chordata	Mammalia	Primates	Atelidae	Ateles	Ateles fusciceps	0	1	0	9100	60	10	10	0	10	0	0	0	10	3	489.15	NA	1773.9	NA	NA	2	NA	224.7	1	NA	NA	851.66	1.01	NA	288	499.99	NA	NA	NA	1799.68	NA	14.5	Yes	NA	arboreal	1	482.7	NA	201579.73	11.11	1.77	6.44	-73.92	-79.12	-76.52	3	85.93	4	0.11	220.34	240.81	1483.74	1654.37	O	CriticallyEndangered	3	N	0.9972709	5
10936.FD.0490.monkey	FD.0490.monkey	10936	debrazzasmonkey	Illumina HiSeq	UCSD IGM	2012-04-13	Alix Ortega	Beauval Zoopark	France	fecal	captive	adult	De Brazzas monkey	NA	36227	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	Cercopithecus neglectus	0	1	0	5479.99	50	20	10	0	10	0	0	0	10	3	510	NA	1704.55	NA	NA	3	NA	172.07	2	0.06	0.08	584	1.02	NA	315.6	259.95	NA	29.03	NA	2076.39	4.5	4.5	Yes	NA	arboreal	2	417.62	1571.06	2963266.5	8.48	-10.71	-1.11	36.62	9.31	22.96	0	18.75	1	0.11	138.29	241.12	1329.51	1559.68	O	LeastConcern	3	N	1.12897819	5
10936.ATL.24995.monkey	ATL.24995.monkey	10936	debrazzasmonkey	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song Jon Sanders	Zoo Atlanta	USA	fecal	captive	adult	Schmidts monkey	NA	36223	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus	Cercopithecus ascanius	0	1	0	3550	50	20	10	0	10	0	0	0	10	3	444.99	NA	1825	NA	NA	4	NA	148.5	NA	0.16	0.26	1580.45	1.01	NA	339.6	371	NA	105.79	34	1718.73	26.3	26.3	Yes	NA	arboreal	2	146.54	NA	3012180.23	6.79	-12.21	-2.71	35.34	12.27	23.8	0	30.04	1	0.15	131.01	236.61	1302.52	1551.84	O	LeastConcern	3	N	1.12897819	5
10936.FD.0290.onager	FD.0290.onager	10936	onager	Illumina HiSeq 	UCSD IGM	2012-04-13	Elodie Trunet	Montpellier Zoo	France	fecal	captive	adult	Onager	NA	35510	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus hemionus	1	1	1	240000	0	0	100	0	0	0	0	0	0	3	2250	NA	1277.5	NA	NA	2	547.5	346	1	NA	NA	547.5	1	NA	465.6	NA	NA	0.69	3	1184.16	3	3	Yes	NA	terrestrial	1	456.25	NA	1325419.5	50.78	22.49	36.64	117.95	50.04	84	0	31.65	0	0.09	21.11	82.53	253.84	841.66	H	NearThreatened	1	Hindgut	0	1
10936.FD.0291.onager	FD.0291.onager	10936	onager	Illumina HiSeq 	UCSD IGM	2012-04-13	Elodie Trunet	Montpellier Zoo	France	fecal	captive	adult	Onager	NA	35510	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus hemionus	1	1	1	240000	0	0	100	0	0	0	0	0	0	3	2250	NA	1277.5	NA	NA	2	547.5	346	1	NA	NA	547.5	1	NA	465.6	NA	NA	0.69	3	1184.16	3	3	Yes	NA	terrestrial	1	456.25	NA	1325419.5	50.78	22.49	36.64	117.95	50.04	84	0	31.65	0	0.09	21.11	82.53	253.84	841.66	H	NearThreatened	1	Hindgut	0	1
10936.FD.0292.onager	FD.0292.onager	10936	onager	Illumina HiSeq 	UCSD IGM	2012-04-13	Elodie Trunet	Montpellier Zoo	France	fecal	captive	adult	Onager	NA	35510	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus hemionus	1	1	1	240000	0	0	100	0	0	0	0	0	0	3	2250	NA	1277.5	NA	NA	2	547.5	346	1	NA	NA	547.5	1	NA	465.6	NA	NA	0.69	3	1184.16	3	3	Yes	NA	terrestrial	1	456.25	NA	1325419.5	50.78	22.49	36.64	117.95	50.04	84	0	31.65	0	0.09	21.11	82.53	253.84	841.66	H	NearThreatened	1	Hindgut	0	1
10936.NATL.24654.phorse	NATL.24654.phorse	10936	phorse	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	przewalski horse	NA	35510	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus przewalskii	1	1	1	250000	0	0	100	0	0	0	0	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA	terrestrial	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	Endangered	2	Hindgut	0	1
10936.NATL.24666.phorse	NATL.24666.phorse	10936	phorse	Illumina HiSeq 	UCSD IGM	2012-04-13	Se Jin Song	National Zoo	USA	fecal	captive	adult	przewalski horse	natl.113916	35510	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus przewalskii	1	1	1	250000	0	0	100	0	0	0	0	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	NA	terrestrial	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H	Endangered	2	Hindgut	0	1
